feature_uid,admin_level,district_name,child_population,river_flood_threshold,river_flood_mean,river_flood_min,river_flood_max,river_flood_p10,river_flood_p90,river_flood_affected_km2,river_flood_exposed_children,river_flood_exposed_children_pct,ag_drought_threshold,ag_drought_mean,ag_drought_min,ag_drought_max,ag_drought_p10,ag_drought_p90,ag_drought_affected_km2,ag_drought_exposed_children,ag_drought_exposed_children_pct,spei_drought_threshold,spei_drought_mean,spei_drought_min,spei_drought_max,spei_drought_p10,spei_drought_p90,spei_drought_affected_km2,spei_drought_exposed_children,spei_drought_exposed_children_pct,spi_drought_threshold,spi_drought_mean,spi_drought_min,spi_drought_max,spi_drought_p10,spi_drought_p90,spi_drought_affected_km2,spi_drought_exposed_children,spi_drought_exposed_children_pct,drought_any_exposed_children,drought_any_exposed_children_pct,drought_any_affected_km2,wind_threshold_kmh,rain_threshold_mm_day,wind_exceed_days_tier_1,wind_exceed_days_tier_2,wind_exceed_days_tier_3,rain_exceed_days_tier_1,rain_exceed_days_tier_2,rain_exceed_days_tier_3,analysis_start,analysis_end_exclusive,analysis_scale_m,wind_era5_exceed_days_mean,wind_era5_exceed_days_max,wind_era5_exceed_days_p90,rain_era5_exceed_days_mean,rain_era5_exceed_days_max,rain_era5_exceed_days_p90,wind_era5_exposed_children,wind_era5_exposed_children_pct,wind_era5_ge5d_exposed_children,wind_era5_ge5d_exposed_children_pct,wind_era5_ge15d_exposed_children,wind_era5_ge15d_exposed_children_pct,wind_era5_ge30d_exposed_children,wind_era5_ge30d_exposed_children_pct,rain_era5_exposed_children,rain_era5_exposed_children_pct,rain_era5_ge5d_exposed_children,rain_era5_ge5d_exposed_children_pct,rain_era5_ge15d_exposed_children,rain_era5_ge15d_exposed_children_pct,rain_era5_ge30d_exposed_children,rain_era5_ge30d_exposed_children_pct,any_exceed_exposed_children,any_exceed_exposed_children_pct,any_risk_exposed_children,any_risk_exposed_children_pct,any_risk_affected_km2
Mangochi,district,Mangochi,96508.47844224989,0.01,,,,,,209.57465692641688,770.8177161105709,0.7987046615513929,30,,,,,,4260.765940454664,90077.60735614842,93.33647033928769,-1.5,,,,,,447.8625223980231,13129.478434311173,13.604481850957557,-1.5,,,,,,447.8625223980231,13129.478434311173,13.604481850957557,90077.60735614842,93.33647033928769,4260.765940454664,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.22452842091981573,5,1.0,15.8670746325153,32,19.0,19280.127719052492,19.977651736152495,110.98358988972272,0.11499879770266469,0.0,0.0,0.0,0.0,102272.81727925505,105.97288334667351,102272.81727925505,105.97288334667351,78036.61053888613,80.85984961993032,596.119833663223,0.6176864906433455,102272.81727925505,105.97288334667351,261.5392682605514,0.2710013384130338,93.15355286387836
Mangochi Town,district,Mangochi Town,4429.71262391268,0.01,,,,,,3.465201470898647,289.18322624973223,6.528261555583763,30,,,,,,6.303848839507383,1301.3167350109886,29.37700129769503,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,1301.3167350109886,29.37700129769503,6.303848839507383,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,16.0,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4443.409662918016,100.30920829787908,4443.409662918016,100.30920829787908,4443.409662918016,100.30920829787908,0.0,0.0,4443.409662918016,100.30920829787908,95.65250255594066,2.159338780569757,2.068566077597001
Mchinji,district,Mchinji,48735.67564337416,0.01,,,,,,95.26863146435987,152.22170252385095,0.31234142240633156,30,,,,,,2975.8631985283373,52533.921531586544,107.79356362268628,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,52533.921531586544,107.79356362268628,2975.8631985283373,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,5.806389157792837,9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52700.84254185998,108.13606633362618,35967.38990216248,73.80094648806292,0.0,0.0,0.0,0.0,52700.84254185998,108.13606633362618,151.5369785207744,0.31093644752081434,93.24020372021438
Mulanje,district,Mulanje,53436.07285516718,0.01,,,,,,85.58022309167711,623.7219262753924,1.1672300993486642,30,,,,,,1595.4705482553024,54656.819080908936,102.28449839315562,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,54656.819080908936,102.28449839315562,1595.4705482553024,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,13.779318096665415,18,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54770.075435009734,102.49644576886897,54770.075435009734,102.49644576886897,19687.773121007023,36.84360034160566,0.0,0.0,54770.075435009734,102.49644576886897,623.7219262753924,1.1672300993486642,85.58022309167711
Mwanza,district,Mwanza,4837.012803209943,0.01,,,,,,0.0,0.0,0.0,30,,,,,,239.1138904835663,5055.506936455243,104.51712952052354,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,5055.506936455243,104.51712952052354,239.1138904835663,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,21.7904468412943,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5060.986839045265,104.63042057045391,5060.986839045265,104.63042057045391,5060.986839045265,104.63042057045391,0.0,0.0,5060.986839045265,104.63042057045391,0.0,0.0,0.0
Mzimba,district,Mzimba,75222.8417024473,0.01,,,,,,557.238777784039,1044.1840351596038,1.3881209636961007,30,,,,,,8880.99311789695,78034.58129734547,103.73788005247174,-1.5,,,,,,504.09651336459547,2407.295098174115,3.200218236498497,-1.5,,,,,,456.8002555148274,2431.4781311873717,3.2323667600931194,78081.44895096749,103.80018513502553,8892.104209237472,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,8.745358187134501,32,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79671.892812188,105.9144948649234,79122.23812892276,105.18379303177613,1896.5515306241227,2.5212441961793375,179.31669842536544,0.23838064923773222,79671.892812188,105.9144948649234,1029.6305679530929,1.3687738254105266,501.05663199751984
Mzuzu City,district,Mzuzu City,18262.796072589685,0.01,,,,,,0.0,0.0,0.0,30,,,,,,128.78565477015925,15251.112335024076,83.50918596695173,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,142.81951375217997,18244.039885374914,99.89729838114482,15251.112335024076,83.50918596695173,128.78565477015925,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,11.713541666666668,24,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18291.69420474611,100.15823498242855,18291.69420474611,100.15823498242855,153.42990386255238,0.8401227460061972,0.0,0.0,18291.69420474611,100.15823498242855,0.0,0.0,0.0
Neno,district,Neno,11069.19367548381,0.01,,,,,,109.93317379109999,282.0871993699495,2.548398805187769,30,,,,,,1265.8163022616327,10787.205606236,97.45249674443443,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,10787.205606236,97.45249674443443,1265.8163022616327,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,21.18559690671822,24,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12035.214198609774,108.72710832827434,12035.214198609774,108.72710832827434,12003.93685248377,108.44454622806214,0.0,0.0,12035.214198609774,108.72710832827434,178.50573084237527,1.6126353560669195,76.4383605725625
Nkhatabay,district,Nkhatabay,22837.222333369802,0.01,,,,,,164.9147933529873,317.25122948998916,1.3891848354360545,30,,,,,,2874.5110091242154,22424.792886725198,98.19404724171747,-1.5,,,,,,1684.7925324643356,6653.972919291142,29.136524670814897,-1.5,,,,,,2054.214894273468,8717.018297855891,38.170221275634574,22446.612008237913,98.28958916531137,2876.58323465095,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,1.013952215940179,16,0.0,32.24785701258437,75,55.0,4250.328365352049,18.61140686598063,4250.328365352049,18.61140686598063,137.69789037312947,0.602953758399615,0.0,0.0,24546.823679641515,107.48603013674582,24546.823679641515,107.48603013674582,21807.90653606728,95.49281527202858,17722.924589474293,77.60542998951985,24546.823679641515,107.48603013674582,245.0544295649318,1.0730483155425505,131.4087899182357
Nkhotahota,district,Nkhotahota,4968.896171560069,0.01,,,,,,124.53161509504505,490.0794302278582,9.862943666097767,30,,,,,,8.757749424027462,92.98958201116204,1.8714333888358625,-1.5,,,,,,85.55876030010337,673.2261220875323,13.548806391665083,-1.5,,,,,,85.55876030010337,673.2261220875323,13.548806391665083,722.9814023075734,14.550141064440497,85.04851729869841,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,1.2065677966101696,23,0.0,37.041313559322035,53,48.0,123.46319265635864,2.4847207185171527,123.46319265635864,2.4847207185171527,123.46319265635864,2.4847207185171527,0.0,0.0,5197.904556066487,104.60883819261848,5197.904556066487,104.60883819261848,5197.904556066487,104.60883819261848,4225.7018410434775,85.04306983167947,5197.904556066487,104.60883819261848,462.6778146411859,9.311480833295825,108.1276285975587
Nkhotakota,district,Nkhotakota,27980.16012738764,0.01,,,,,,250.30265886736842,1059.1628979978025,3.785406849623669,30,,,,,,22.55187374213163,218.9625270809321,0.7825635238827902,-1.5,,,,,,682.7460969034368,6598.594149759267,23.583117893955176,-1.5,,,,,,682.7460969034368,6598.594149759267,23.583117893955176,6358.10665996744,22.7236249936396,365.39052069911764,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.1452631578947369,16,0.0,17.62583732057417,48,30.0,3176.6819537513693,11.353337290739656,113.42343059687639,0.4053709131058719,113.42343059687639,0.4053709131058719,0.0,0.0,29708.04806213524,106.17540402514103,29708.04806213524,106.17540402514103,21050.837798154193,75.23487250363924,10196.382828268002,36.441474179726164,29708.04806213524,106.17540402514103,960.0626986659919,3.4312266059058754,165.35740793008426
Nsanje,district,Nsanje,24288.733472233867,0.01,,,,,,459.8521554694459,3109.644122264081,12.8028253338896,30,,,,,,1464.36238718103,24713.62490020991,101.74933546231122,-1.5,,,,,,249.4459686262935,4994.051055855728,20.561183486840818,-1.5,,,,,,522.7833202186754,8811.17732646255,36.27680849038595,24713.62490020991,101.74933546231122,1464.36238718103,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,15.984077669902913,19,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25928.455247536476,106.75095627022746,25928.455247536476,106.75095627022746,25293.158786425753,104.13535483577236,0.0,0.0,25928.455247536476,106.75095627022746,2309.54550350361,9.50871113203087,317.2807557180817
Ntcheu,district,Ntcheu,45482.93011397355,0.01,,,,,,136.5163737392893,935.5990360315526,2.057033339072656,30,,,,,,2644.458907310169,46921.59138609568,103.1630795740667,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,46921.59138609568,103.1630795740667,2644.458907310169,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,17.13659965384103,24,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47859.590632839405,105.22539008131247,47859.590632839405,105.22539008131247,27393.254501676587,60.2275500567644,0.0,0.0,47859.590632839405,105.22539008131247,921.194785598388,2.025363764581589,131.54642463501762
Ntchisi,district,Ntchisi,26663.18464235325,0.01,,,,,,20.27750542607961,40.34277558490342,0.15130516525329374,30,,,,,,45.837897205352796,286.33278736980526,1.0738881765645456,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,286.33278736980526,1.0738881765645456,45.837897205352796,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,6.4227444025714915,10,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28247.05241116009,105.94027979047536,23831.188207060797,89.37862647212083,0.0,0.0,0.0,0.0,28247.05241116009,105.94027979047536,40.34277558490342,0.15130516525329374,20.27750542607961
Phalombe,district,Phalombe,37480.857606445934,0.01,,,,,,245.90924192900746,2211.525535538325,5.900413375701383,30,,,,,,1168.5565191759788,38112.446283467354,101.68509665294532,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,38112.446283467354,101.68509665294532,1168.5565191759788,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,15.317239420619142,19,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38350.41551650024,102.32000537230172,38350.41551650024,102.32000537230172,28585.702956047917,76.26747300235672,0.0,0.0,38350.41551650024,102.32000537230172,2064.6122972535736,5.508444654421416,165.49980427540982
Rumphi,district,Rumphi,18861.985734657446,0.01,,,,,,162.41873936863504,710.902012020671,3.7689669689148544,30,,,,,,1755.4845224894725,18697.178601348372,99.12624717446236,-1.5,,,,,,923.1550518454288,5938.277473673136,31.48278000635961,-1.5,,,,,,772.2062879529655,3190.3876596492587,16.91437849932824,18697.178601348372,99.12624717446236,1755.4845224894725,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,36.330844727791295,88,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19807.936749834276,105.01511891952458,15581.741572533767,82.60923209110224,11373.495699282035,60.29850652672329,8983.142455262969,47.62564547356823,19807.936749834276,105.01511891952458,682.0133606099616,3.6158089090101186,137.75949569075715
Salima,district,Salima,41214.10654865819,0.01,,,,,,352.3474098602929,4918.452909722603,11.933906425742315,30,,,,,,18.87026599762487,333.7701954249658,0.8098445492950577,-1.5,,,,,,56.278237367143824,835.8273275536649,2.028012730463708,-1.5,,,,,,0.0,0.0,0.0,1148.7891101497642,2.787368710258176,68.90874250963621,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,1.0934463875640346,34,2.0,20.839604310192552,47,37.0,12492.626191141555,30.311529806893944,5054.986799748154,12.265185935257719,4396.8545378498,10.668324285178395,2174.0852542292846,5.275099805117738,43995.32381792193,106.74821681741466,43995.32381792193,106.74821681741466,32582.488016999614,79.05664042124044,7314.332431986285,17.74715757419329,43995.32381792193,106.74821681741466,4688.377968799455,11.375663241090193,281.7577277772566
Thyolo,district,Thyolo,54063.47921140805,0.01,,,,,,27.14891121223861,128.54806203554367,0.23777245547382098,30,,,,,,1612.349007394268,54851.41361778211,101.45742452736523,-1.5,,,,,,17.152622284608725,501.68070172641217,0.9279474962472476,-1.5,,,,,,17.152622284608725,501.68070172641217,0.9279474962472476,54851.41361778211,101.45742452736523,1612.349007394268,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,16.46052929201538,21,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55248.91545066812,102.192674716003,55248.91545066812,102.192674716003,44238.372992671604,81.82672228637622,0.0,0.0,55248.91545066812,102.192674716003,127.81754180723254,0.23642122865866447,26.931921433701234
Zomba,district,Zomba,58035.88927748117,0.01,,,,,,905.2187714866562,1592.352802959961,2.743738095140758,30,,,,,,2041.7164628049904,57490.94123018572,99.06101542669582,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,57490.94123018572,99.06101542669582,2041.7164628049904,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.3480628007090402,3,1.0,19.135730564699923,23,23.0,2434.2988145659365,4.194471463902393,0.0,0.0,0.0,0.0,0.0,0.0,59394.23940690511,102.34053470418864,59394.23940690511,102.34053470418864,48575.335340302074,83.69878698343658,0.0,0.0,59394.23940690511,102.34053470418864,1310.8163303918113,2.2586305589710824,140.44355144617606
Zomba City,district,Zomba City,6994.517191384583,0.01,,,,,,0.0,0.0,0.0,30,,,,,,33.14764592974793,5713.371680191975,81.68357477524475,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,5713.371680191975,81.68357477524475,33.14764592974793,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,18.0,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7008.424018050933,100.19882468347465,7008.424018050933,100.19882468347465,7008.424018050933,100.19882468347465,0.0,0.0,7008.424018050933,100.19882468347465,0.0,0.0,0.0
